Industry,Company,Opportunity,Candidate,Gender,Age,Race,Institution,Aggregate,Qualification,Progress,Successful,NumCandidates,Discipline_Accounting and Auditing,Discipline_Actuarial Science,Discipline_Business and Management Studies,Discipline_Computer Science,Discipline_Economics,Discipline_Electrical and Electronic Engineering,Discipline_Finance,Discipline_Information Systems,Discipline_Information Technology,Discipline_Investments,Discipline_Law,Discipline_Marketing,Discipline_Mathematics,Discipline_Other,Discipline_Risk Management,Discipline_Statistics
Legal,Client B,2,177,Male,27,Coloured,University of the Western Cape,70,Master of Laws,1,No,1443,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Legal,Client F,14,177,Male,28,Coloured,University of the Western Cape,70,Master of Laws,1,No,2624,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Legal,Client B,2,190,Male,33,Black,University of South Africa,68,Bachelor of Laws,1,No,1443,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Banking (Commercial & Retail),Client C,3,192,Female,28,Black,University of Johannesburg,68,Bachelor of Commerce (Honours),1,No,357,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Legal,Client A,1,189,Female,24,Black,University of the Witwatersrand,67,Bachelor of Laws,3,No,3453,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Legal,Client F,14,189,Female,24,Black,University of the Witwatersrand,67,Bachelor of Laws,1,No,2624,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Legal,Client F,14,193,Female,22,Black,University of Johannesburg,76,Bachelor of Laws,1,No,2624,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Legal,Client A,1,195,Male,28,Black,University of Pretoria,90,Bachelor of Laws,1,No,3453,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Legal,Client F,43,148,Male,30,Black,University of South Africa,65,Bachelor of Laws,1,No,1261,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Legal,Client F,14,187,Female,26,Indian,University of the Witwatersrand,69,Bachelor of Laws,1,No,2624,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Legal,Client B,2,187,Female,25,Indian,University of the Witwatersrand,69,Bachelor of Laws,1,No,1443,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Legal,Client F,14,197,Female,24,Other,University of Cape Town,73,Bachelor of Laws,1,No,2624,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Legal,Client B,2,198,Male,23,Indian,University of the Witwatersrand,61,Bachelor of Laws (Honours),1,No,1443,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Legal,Client B,2,199,Female,24,Black,University of Pretoria,65,Bachelor of Arts,1,No,1443,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Legal,Client B,2,200,Female,27,Black,University of Limpopo,72,Bachelor of Laws,1,No,1443,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Legal,Client F,14,202,Female,27,Black,University of the Free State,71,Bachelor of Laws,1,No,2624,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Legal,Client A,1,202,Female,27,Black,University of the Free State,71,Bachelor of Laws,1,No,3453,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Legal,Client A,1,193,Female,22,Black,University of Johannesburg,76,Bachelor of Laws,2,No,3453,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Legal,Client A,1,203,Male,25,Black,University of South Africa,64,Bachelor of Laws,1,No,3453,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Legal,Client B,2,204,Female,29,Coloured,University of South Africa,70,Bachelor of Laws,1,No,1443,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Legal,Client F,44,205,Male,26,Black,University of the Witwatersrand,71,Bachelor of Science (Honours),1,No,150,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Legal,Client A,1,206,Male,23,Black,University of Johannesburg,77,Bachelor of Laws,1,No,3453,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Legal,Client B,2,206,Male,22,Black,University of Johannesburg,77,Bachelor of Laws,1,No,1443,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Legal,Client B,2,207,Female,22,Indian,University of KwaZulu-Natal,79,Bachelor of Laws,1,No,1443,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Legal,Client B,2,209,Male,23,Black,University of the Western Cape,65,Bachelor of Laws,1,No,1443,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Legal,Client B,2,210,Female,24,Black,University of the Western Cape,66,Bachelor of Laws,1,No,1443,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Legal,Client B,2,211,Female,24,Coloured,University of the Western Cape,69,Bachelor of Laws,1,No,1443,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Legal,Client F,14,212,Female,30,Black,University of South Africa,67,Bachelor of Laws,1,No,2624,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Legal,Client F,9,213,Female,23,Black,University of KwaZulu-Natal,66,Bachelor of Laws,1,No,1923,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Legal,Client F,14,203,Male,25,Black,University of South Africa,64,Bachelor of Laws,1,No,2624,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Legal,Client A,1,214,Male,23,Black,Rhodes University,72,Bachelor of Laws,4,No,3453,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Legal,Client B,2,215,Female,26,Black,University of Pretoria,70,Bachelor of Laws,1,No,1443,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Legal,Client B,2,219,Male,23,Coloured,University of KwaZulu-Natal,65,Bachelor of Laws,1,No,1443,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Legal,Client B,2,220,Female,23,Black,University of Pretoria,72,Bachelor of Laws,1,No,1443,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Legal,Client E,46,146,Female,22,Indian,University of KwaZulu-Natal,75,Bachelor of Laws,1,No,1659,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Legal,Client B,2,222,Female,23,White,University of Cape Town,67,Bachelor of Laws,1,No,1443,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Legal,Client A,1,223,Female,24,Coloured,University of Cape Town,66,Bachelor of Laws,1,No,3453,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Legal,Client A,1,224,Female,23,White,University of South Africa,70,Bachelor of Laws,1,No,3453,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Legal,Client B,2,226,Male,22,Black,University of the Western Cape,76,Bachelor of Laws,1,No,1443,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Automotive,Client G,10,227,Female,23,Black,University of KwaZulu-Natal,66,Postgraduate Diploma,1,No,647,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Legal,Client R,50,230,Female,23,Black,University of the Free State,66,Bachelor of Laws,1,No,451,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Legal,Client R,50,231,Female,25,White,The IIE's Varsity College,80,Bachelor of Laws,1,No,451,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Legal,Client B,2,232,Male,23,Black,University of KwaZulu-Natal,68,Bachelor of Laws,1,No,1443,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Legal,Client R,52,233,Female,20,Black,University of the Witwatersrand,78,Bachelor of Laws,1,No,197,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Legal,Client B,2,235,Female,23,Black,Pearson Institute of Higher Education,83,Bachelor of Commerce,1,No,1443,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Legal,Client E,8,108,Female,24,Black,University of South Africa,71,Bachelor of Laws,1,No,3319,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Legal,Client B,2,236,Male,21,Black,University of the Witwatersrand,68,Bachelor of Laws,1,No,1443,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Legal,Client E,54,108,Female,23,Black,University of South Africa,71,Bachelor of Laws,1,No,1276,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Legal,Client A,1,237,Female,23,Coloured,University of South Africa,67,Bachelor of Laws,1,No,3453,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Legal,Client R,50,238,Male,23,Black,University of the Witwatersrand,73,Master of Laws,1,No,451,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Legal,Client B,2,239,Female,23,Black,University of the Western Cape,75,Bachelor of Laws,1,No,1443,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Legal,Client B,2,240,Male,30,Black,University of South Africa,69,Bachelor of Laws,1,No,1443,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Legal,Client B,2,241,Female,23,Black,University of Johannesburg,65,Bachelor of Laws,1,No,1443,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Legal,Client A,1,245,Female,24,Coloured,University of the Witwatersrand,71,Bachelor of Laws,1,No,3453,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Legal,Client F,14,223,Female,24,Coloured,University of Cape Town,66,Bachelor of Laws,2,No,2624,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Legal,Client B,2,246,Female,27,Indian,University of the Western Cape,74,Master of Laws,1,No,1443,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Legal,Client B,2,248,Female,36,Indian,University of South Africa,65,Bachelor of Laws,1,No,1443,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Financial services,Client H,27,250,Female,25,Black,University of Johannesburg,68,Bachelor of Science,1,No,101,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
Legal,Client A,1,252,Female,24,White,University of Pretoria,65,Bachelor of Laws,1,No,3453,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Legal,Client F,14,254,Female,25,Black,University of South Africa,67,Bachelor of Laws,1,No,2624,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Legal,Client A,1,255,Female,22,Black,University of South Africa,75,Bachelor of Laws,1,No,3453,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Retail,Client K,15,256,Male,25,Black,Tshwane University of Technology,65,Bachelor of Engineering Technology,1,No,656,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Legal,Client A,1,257,Male,21,Black,University of Johannesburg,71,Bachelor of Laws,1,No,3453,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Legal,Client A,1,258,Female,39,Indian,University of South Africa,68,Bachelor of Laws,1,No,3453,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Legal,Client A,1,259,Female,23,Black,University of South Africa,72,Bachelor of Laws,1,No,3453,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Legal,Client F,9,108,Female,26,Black,University of South Africa,71,Bachelor of Laws,1,No,1923,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Legal,Client F,14,260,Female,24,Black,University of South Africa,67,Bachelor of Laws,1,No,2624,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Legal,Client A,1,261,Male,24,White,University of Cape Town,68,Bachelor of Laws,1,No,3453,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Legal,Client A,1,262,Female,23,Black,North-West University,80,Bachelor of Arts,1,No,3453,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Legal,Client E,20,263,Female,21,White,University of Cape Town,79,Bachelor of Laws,3,No,1615,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Banking (Commercial & Retail),Client C,3,264,Male,23,Black,Durban University of Technology,67,Bachelor of Information and Communications Technology (Honours),1,No,357,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
Legal,Client E,20,146,Female,22,Indian,University of KwaZulu-Natal,75,Bachelor of Laws,1,No,1615,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Legal,Client E,37,146,Female,24,Indian,University of KwaZulu-Natal,75,Bachelor of Laws,3,No,3022,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Retail,Client K,15,265,Female,23,Black,Walter Sisulu University,55,Bachelor of Commerce,1,No,656,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Banking (Commercial & Retail),Client C,58,266,Male,24,Indian,University of KwaZulu-Natal,73,Bachelor of Commerce (Honours),1,No,326,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Banking (Commercial & Retail),Client C,28,267,Female,24,Black,Tshwane University of Technology,73,Postgraduate Diploma,1,No,850,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Legal,Client F,14,268,Female,22,White,University of Johannesburg,68,Bachelor of Laws,1,No,2624,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Legal,Client A,1,269,Male,27,Black,University of the Free State,67,Bachelor of Laws,1,No,3453,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Legal,Client F,43,146,Female,23,Indian,University of KwaZulu-Natal,75,Bachelor of Laws,1,No,1261,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Legal,Client E,35,146,Female,23,Indian,University of KwaZulu-Natal,75,Bachelor of Laws,1,No,3441,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Legal,Client A,39,146,Female,23,Indian,University of KwaZulu-Natal,75,Bachelor of Laws,1,No,3117,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Legal,Client E,37,173,Female,22,Black,University of Pretoria,65,Bachelor of Laws,1,No,3022,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Legal,Client A,1,271,Male,24,Black,University of the Western Cape,66,Bachelor of Laws,1,No,3453,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Legal,Client B,2,193,Female,21,Black,University of Johannesburg,76,Bachelor of Laws,1,No,1443,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Legal,Client F,14,272,Female,27,Black,University of South Africa,72,Bachelor of Laws,1,No,2624,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Legal,Client A,21,273,Female,22,White,University of the Western Cape,78,Bachelor of Laws,1,No,1938,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Legal,Client E,59,273,Female,20,White,University of the Western Cape,78,Bachelor of Laws,1,No,1735,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Legal,Client B,2,275,Female,24,Black,University of the Free State,65,Bachelor of Laws,1,No,1443,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Legal,Client F,14,275,Female,25,Black,University of the Free State,65,Bachelor of Laws,1,No,2624,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Legal,Client A,1,276,Female,24,Black,University of the Witwatersrand,55,Bachelor of Laws,1,No,3453,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Legal,Client A,1,278,Female,21,Black,University of the Free State,73,Bachelor of Laws,1,No,3453,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Legal,Client B,2,276,Female,23,Black,University of the Witwatersrand,55,Bachelor of Laws,1,No,1443,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
IT & Telecommunications,Client I,12,281,Male,26,Black,"Olabisi Onabanjo University, Ago Iwoye",55,Bachelor of Science,1,No,2191,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Legal,Client F,14,276,Female,24,Black,University of the Witwatersrand,55,Bachelor of Laws,1,No,2624,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Legal,Client A,1,272,Female,27,Black,University of South Africa,72,Bachelor of Laws,1,No,3453,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Legal,Client F,14,284,Female,22,White,The IIE's Varsity College,81,Bachelor of Laws,1,No,2624,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Legal,Client A,1,285,Female,23,Black,University of KwaZulu-Natal,65,Bachelor of Laws,1,No,3453,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Legal,Client E,8,286,Female,25,Black,University of the Witwatersrand,70,Bachelor of Laws,1,No,3319,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Legal,Client E,35,287,Male,23,Black,University of the Western Cape,71,Bachelor of Laws,1,No,3441,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Legal,Client A,1,288,Female,22,Black,University of the Western Cape,65,Bachelor of Laws,1,No,3453,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Legal,Client F,14,289,Male,29,Black,University of South Africa,65,Bachelor of Laws,1,No,2624,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Legal,Client F,14,290,Male,23,Black,University of the Free State,74,Bachelor of Laws,1,No,2624,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Legal,Client A,1,292,Male,23,White,University of Pretoria,77,Bachelor of Laws,1,No,3453,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Legal,Client F,14,293,Female,25,Indian,University of KwaZulu-Natal,67,Master of Laws,1,No,2624,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Legal,Client F,14,297,Female,26,Black,University of Cape Town,59,Master of Laws,1,No,2624,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
IT & Telecommunications,Client I,60,298,Female,25,Black,University of KwaZulu-Natal,61,Bachelor of Commerce (Honours),6,Yes,627,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Legal,Client E,61,299,Male,21,Black,University of the Witwatersrand,76,Bachelor of Arts,3,No,1568,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Banking (Commercial & Retail),Client C,17,301,Male,27,Black,University of the Witwatersrand,77,Bachelor of Science in Engineering,2,No,1075,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Legal,Client A,1,302,Female,24,Black,Boston City Campus and Business College,65,Bachelor of Commerce,1,No,3453,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Legal,Client J,62,303,Male,25,Black,University of Nairobi,65,Bachelor of Laws,2,No,73,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Legal,Client A,1,304,Male,21,Black,University of the Free State,73,Bachelor of Laws,1,No,3453,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Financial services,Client H,23,306,Male,25,Black,University of Pretoria,68,Bachelor of Science (Honours),4,Yes,1110,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
Legal,Client A,1,307,Male,23,Coloured,University of the Western Cape,69,Bachelor of Laws,1,No,3453,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Legal,Client F,14,308,Female,24,Black,The IIE's Varsity College,79,Bachelor of Arts,1,No,2624,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Legal,Client F,43,309,Male,22,Black,University of KwaZulu-Natal,72,Bachelor of Laws,2,Yes,1261,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Legal,Client F,14,310,Female,24,Black,University of Pretoria,65,Bachelor of Laws,1,No,2624,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Legal,Client R,50,311,Male,24,Black,University of the Free State,70,Bachelor of Laws,1,No,451,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Legal,Client R,50,312,Male,25,Indian,University of the Witwatersrand,73,Bachelor of Laws,1,No,451,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Legal,Client R,50,314,Male,31,Black,University of South Africa,75,Bachelor of Laws,1,No,451,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Legal,Client R,50,315,Female,22,Black,University of the Witwatersrand,70,Bachelor of Laws,1,No,451,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Legal,Client B,2,319,Female,21,Black,North-West University,68,Bachelor of Laws,1,No,1443,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Legal,Client F,30,321,Female,24,Black,University of Pretoria,67,Bachelor of Laws,3,Yes,2735,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Legal,Client R,64,322,Female,22,White,University of Pretoria,75,Bachelor of Laws,2,No,342,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Legal,Client R,64,323,Female,23,White,University of Pretoria,76,Bachelor of Laws,2,No,342,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Retail,Client K,15,325,Male,24,Black,University of the Witwatersrand,69,Bachelor of Science,1,No,656,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Legal,Client A,1,327,Female,24,Indian,University of the Witwatersrand,53,Bachelor of Laws,1,No,3453,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Legal,Client A,1,328,Female,24,Black,University of Zululand,76,Bachelor of Laws,1,No,3453,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Banking (Commercial & Retail),Client C,28,330,Male,29,Black,University of the Free State,65,Bachelor of Science (Honours),1,No,850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Legal,Client A,1,331,Male,47,Black,University of South Africa,66,Bachelor of Laws,1,No,3453,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Legal,Client F,14,332,Female,22,Coloured,Eduvos,72,Bachelor of Commerce,1,No,2624,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Legal,Client B,2,259,Female,22,Black,University of South Africa,72,Bachelor of Laws,1,No,1443,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Legal,Client R,50,333,Female,24,Coloured,University of the Witwatersrand,74,Bachelor of Laws,1,No,451,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Legal,Client F,45,326,Female,24,Black,University of the Witwatersrand,63,Bachelor of Laws,1,No,960,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Legal,Client B,2,334,Male,28,White,Other,66,Master of Laws,1,No,1443,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Legal,Client A,1,334,Male,29,White,Other,66,Master of Laws,4,No,3453,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Legal,Client E,37,336,Male,24,Black,University of the Free State,70,Bachelor of Laws,1,No,3022,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Banking (Commercial & Retail),Client C,28,338,Male,27,Black,University of Johannesburg,51,Postgraduate Diploma,1,No,850,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Legal,Client B,2,339,Female,26,White,The IIE's Varsity College,72,Bachelor of Laws,1,No,1443,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Legal,Client B,2,340,Female,23,Black,University of KwaZulu-Natal,65,Bachelor of Laws,1,No,1443,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Banking (Commercial & Retail),Client C,28,341,Female,24,Indian,University of the Witwatersrand,65,Bachelor of Economic Science (Honours),1,No,850,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Legal,Client L,65,342,Female,27,Black,University of the Witwatersrand,75,Bachelor of Laws,1,No,2874,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Banking (Commercial & Retail),Client C,66,344,Male,25,Black,Kwame Nkrumah University of Science and Technology,80,Bachelor of Science,1,No,1048,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Legal,Client E,20,346,Male,22,Black,The IIE's Varsity College,75,Bachelor of Laws,1,No,1615,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Legal,Client A,1,336,Male,25,Black,University of the Free State,70,Bachelor of Laws,1,No,3453,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Legal,Client B,48,347,Female,27,Other,University of South Africa,68,Bachelor of Laws,1,No,958,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Banking (Commercial & Retail),Client P,31,348,Female,23,Indian,University of the Witwatersrand,70,Bachelor of Arts,1,No,3361,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
IT & Telecommunications,Client I,67,349,Male,21,Black,University of Johannesburg,75,Bachelor of Arts,4,No,1002,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Banking (Commercial & Retail),Client P,29,350,Male,23,Coloured,University of the Western Cape,70,Bachelor of Commerce,2,No,3394,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Legal,Client A,69,356,Male,23,Black,University of Johannesburg,1,Master of Laws,1,No,3176,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Banking (Commercial & Retail),Client C,70,357,Female,24,Indian,North-West University,56,Bachelor of Commerce,1,No,396,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Banking (Commercial & Retail),Client C,17,358,Male,22,Black,University of the Witwatersrand,62,Bachelor of Science (Honours),1,No,1075,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
Legal,Client L,65,359,Female,26,White,University of the Witwatersrand,81,Bachelor of Laws,1,No,2874,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Banking (Commercial & Retail),Client C,71,360,Male,20,Black,University of the Witwatersrand,60,Bachelor of Science,1,No,176,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
IT & Telecommunications,Client I,12,362,Other,25,Other,University of Port Harcourt,55,Bachelor of Science,1,No,2191,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Banking (Commercial & Retail),Client C,28,363,Female,23,Black,University of Pretoria,69,Bachelor of Science (Honours),1,No,850,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
Legal,Client F,43,364,Female,21,Indian,University of KwaZulu-Natal,84,Bachelor of Laws,3,Yes,1261,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Legal,Client E,35,365,Female,26,Black,University of the Witwatersrand,65,Bachelor of Laws,1,No,3441,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Banking (Commercial & Retail),Client C,72,366,Female,22,Black,University of Johannesburg,63,Postgraduate Diploma,1,No,1157,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Banking (Commercial & Retail),Client C,73,367,Female,26,Black,Tshwane University of Technology,68,Postgraduate Diploma,1,No,662,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Banking (Commercial & Retail),Client C,73,368,Male,21,Black,University of the Witwatersrand,71,Bachelor of Laws,3,No,662,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Banking (Commercial & Retail),Client C,66,370,Female,22,Black,University of Ghana,77,Bachelor of Arts,1,No,1048,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Legal,Client E,61,371,Female,25,Indian,University of the Witwatersrand,76,Bachelor of Laws,1,No,1568,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Banking (Commercial & Retail),Client C,74,372,Male,24,Black,University of Cape Town,66,Master of Financial Engineering,5,No,533,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
Legal,Client E,35,373,Female,23,Indian,The IIE's Varsity College,76,Bachelor of Commerce,1,No,3441,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Legal,Client J,51,374,Male,23,White,University of Cape Town,71,Master of Laws,2,No,1120,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Legal,Client F,44,376,Male,28,Black,Sefako Makgatho Health Sciences University,71,Bachelor of Science (Honours),1,No,150,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Legal,Client F,14,377,Male,24,Coloured,University of Cape Town,60,Master of Laws,1,No,2624,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Legal,Client R,50,378,Male,24,Black,University of Johannesburg,70,Bachelor of Laws,1,No,451,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
